tweet,message,match,polarity
309,RT josstheboss The Chinese Flu is looking very American,,neutral
310,Normally I would just point out Trump s ineptitude etc but really this is all so absolutely heartbreakingly sad,"ineptitude, sad, heartbreakingly",negative
311,RT State SCA Congrats NewSpace India Ltd on the successful launch of four U S satellites last week The amp and other Indian,successful,positive
312,RT MarkLevineNYC If NYC closes schools and continues to allow indoor dining our priorities are totally backwards,,neutral
313,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
314,RT josstheboss The Chinese Flu is looking very American,,neutral
315,RT iam Tharani Safety first,,neutral
316,RT whittakertp COVID 19 infections and hospitalizations are out of control in Ontario Manitoba Saskatchewan Alberta erinotoole p,infections,negative
317,Song Title Years Of Snow Genre Extratone Disco Check out my creator and mention me for a reply,,neutral
318,Since its the winter i usually wear tights beneath my jeans TODAY was day forgot to take off shorts befo,,neutral
319,RT msakas A bulldozer retires a fire line that was put in place to protect structure from the Cameron Peak These are hopefully t,protect,positive
320,RT xojesusaron ATTENTION TWITTER A few months ago I made my dream a reality by just going the extra step Come visit me and ot,,neutral
321,RT BonniePuns fall going into winter,fall,negative
322,AuJounlia it s been Safety Net since release night and hasn t changed,,neutral
323,RT josstheboss The Chinese Flu is looking very American,,neutral
324,Summer And Winter I Guess REQUEST SB19Official MTV FridayLivestream SB19,,neutral
325,This pleases me greatly,pleases,positive
326,why do my moots have the sadness today im worried for their health and safety,"sadness, worried",negative
327,RT tawanstruck The calm before the storm EP4,calm,positive
328,RT BonniePuns fall going into winter,fall,negative
329,Kaydash Hello I would like to draw for you If re still looking an artist here s my comm sheet,like,positive
330,RT sunsandships so you re telling me the racing suit that keeps yb safe during his races covers whole entire body i,safe,positive
331,I m just trying to have a nice quiet evening watching the mandalorian but noooo instead bombarded with 4 billion snow spiders,"nice, quiet",positive
332,RT tearydaisy positions Val Almeida ft Adriana Big amp Safety Net Squad,,neutral
333,RT parthaabosu PBPWS02 11 12 20 Daily summary Wind 0 3 km h ENE Gust 2 Temperature 30 17 C Humidity 78 37 Press,,neutral
334,RT NASA Across the nation teams are working hard to send astronauts into orbit on SpaceX Crew 1 mission lifting off Nov 14,hard,negative
335,RT ashdfghjkl Napaka swerte natin that we are still under the safety of our homes able to lie down in comfort beds Pl,"lie, comfort",neutral
336,She is an embarrassment couldn t keep a lemonade stand profitable Politics canada,embarrassment,negative
337,ChristinaBehme4 You might want to watch her briefing today It explains the distinction between what contact traci,distinction,positive
338,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
339,UPDATED OHSAA sends out a survey to member schools pausing the start of winter sports season is being asked,,neutral
340,Only if he s elected will Biden Dark Winter materialize This is a consequence of America Last policy,,neutral
341,RT josstheboss The Chinese Flu is looking very American,,neutral
342,RT DiabetesMine Please please take care of yourself and protect others,protect,positive
343,RT OpenMediaOrg Lessons in earning the trust of Canadian telecom customers Step 1 Don t charge an eighty year old 13 000 for a cellp,trust,positive
344,RT the4hicks77 AHS SENIOR FALL WINTER ATHLETES BAND CHEER PATRIETTES Please email your baby pictures to vp fundraising ahsboosterc,,neutral
345,prescott greg Can t blame him for getting out of Bangor in the winter at least I would visit my friend during w,blame,negative
346,LizForTX8 Yes In Malaysia When we enter any premises are mandate to take temperature scan QR App MySejah,,neutral
347,RT josstheboss The Chinese Flu is looking very American,,neutral
348,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
349,RT jjhorgan Thank you MarkielSimpson for your leadership in promoting BC s Black history We re looking forward to expanding on it ou,,neutral
350,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
351,RT PmJustnot Global Edmonton just reported that there have been zero cases of the flu in this season Anyone want to hazard a gues,hazard,negative
352,alllocalpolitic We were waiting to hear status about the county s appeal for Red credits My prediction wa,appeal,positive
353,RT josstheboss The Chinese Flu is looking very American,,neutral
354,Trump isn t even attempting to do his job not that he did it much before but this needs be addressed as our de,,neutral
355,RT josstheboss The Chinese Flu is looking very American,,neutral
356,RT FrankPKing What is the GOP position on unions collective bargaining worker and consumer safety regulations health care for all,,neutral
357,RT Motomom128302 Canada I need to know if some learned their lesson in 2019 or you d still waste your votes on a three time loser vo,"waste, loser",negative
358,RT CBCToronto Shkaabe Makwa will be the first hospital based centre in Canada focusing on mental health of Indigenous people through,,neutral
359,RT marcomendicino Today I announced a new immigration initiative that will attract students and youth from Hong Kong to Canada by offeri,,neutral
360,sirnovacane i dont think we have that in Canada what the,,neutral
361,RT sangharamesh Keep it up marcomendicino Canada always stood for the persecuted persons who need help People are ill treated in Hon,,neutral
362,Only shred around once or twice a year these days but the initial snow reports always get me hyped,,neutral
363,JOY is mentioned as inspiration for her retro eye makeup looks entering winter season where these are most,inspiration,positive
364,RT airabarote i feel guilty for enjoying a sunny day here in mindanao while people luzon lost their homes and are at risk of dying du,"risk, lost, guilty, dying, enjoying",negative
365,Fuck that fat boy,fat,negative
366,RT Manny70944327 Is He This Stupid or Compromised What does China Have on Trudeau Or is this Part of The NWO plan Buried Trea,,neutral
367,Anue555 funder First of all I was born in Germany immigrated to Canada when 21 still have family Ge,,neutral
368,RT AndrewYang Did you know that Canada s life liberty and the pursuit of happiness is peace order good government That explai,"liberty, good, peace, happiness",positive
369,RT josstheboss The Chinese Flu is looking very American,,neutral
370,RT muh rye uh I just started taking antidepressants for the first time this year and have never heard of With cold flu season a,cold,negative
371,RT PlumSauces Yes you re wrong Restrictions are bc people refuse to take personal responsibility Everyone knows what do they won t,"won, refuse, wrong",negative
372,And a quick reminder to add this that anything has pertain the safety of their child isn t parentin,,neutral
373,RT tribelaw Time to think about the 25th Amendment,,neutral
374,Let s gooooo,,neutral
375,PSAC calls off fall sports conference games and championships unless six or more schools decide to compete in one,fall,negative
376,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
377,Agree Steve Bannon on his War Room podcast has a pretty good take this crap storm,"pretty, good, crap",positive
378,RT minjeong kr 201113 WINTER AESPA aespa official TRANS Winter Kim Minjeong Past Pictures Middle School She looks,,neutral
379,RT josstheboss The Chinese Flu is looking very American,,neutral
380,RT ashdfghjkl Napaka swerte natin that we are still under the safety of our homes able to lie down in comfort beds Pl,"lie, comfort",neutral
381,RT BT21 This weather is snow joke Fleece season ON Embroidered patch Lavender black ivory colors Every fleecejacket,joke,negative
382,gjr1837 brianlilley The summer of discontent Business owners have stepped up biggly to comply A certain,discontent,negative
383,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
384,RT sir jab2018 Before you complain me Marcos yes I know Chicago on winter is fucking colder but this weather in Bogota right now comp,"complain, fucking, right",negative
385,RT HayleyMulenda Rishi how about Fly Out to Help Give us discounts on plane tickets sha We ve eaten enough,enough,positive
386,EricMMatheny It doesn t Hv read CVs mutate often like seasonal flu virii it d be a hit n miss whether,"like, miss",positive
387,RT ltlgcoach The Storm is close,,neutral
388,Canada woos Hong Kong students as China imposes new security law,,neutral
